locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHLAKHBD_01960	CDS	1074	fbaA	4.1.2.13		Fructose-bisphosphate aldolase class 2
DHLAKHBD_01961	CDS	978	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DHLAKHBD_01962	CDS	654	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
DHLAKHBD_01963	CDS	270	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
DHLAKHBD_01964	CDS	4737				hypothetical protein
DHLAKHBD_01965	CDS	1230	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
DHLAKHBD_01966	CDS	1254				hypothetical protein
DHLAKHBD_01967	CDS	183				hypothetical protein
DHLAKHBD_01968	CDS	99				hypothetical protein
DHLAKHBD_01969	CDS	363				hypothetical protein
DHLAKHBD_01970	CDS	411				hypothetical protein
DHLAKHBD_01971	CDS	168				hypothetical protein
DHLAKHBD_01972	CDS	177				hypothetical protein
DHLAKHBD_01973	CDS	177				hypothetical protein
DHLAKHBD_01974	CDS	117				hypothetical protein
DHLAKHBD_01975	CDS	780				hypothetical protein
DHLAKHBD_01976	CDS	174				hypothetical protein
DHLAKHBD_01977	CDS	513				hypothetical protein
DHLAKHBD_01978	CDS	162				hypothetical protein
DHLAKHBD_01979	CDS	708	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DHLAKHBD_01980	CDS	192				hypothetical protein
DHLAKHBD_01981	CDS	309				hypothetical protein
DHLAKHBD_01982	CDS	549				hypothetical protein
DHLAKHBD_01983	CDS	471				hypothetical protein
DHLAKHBD_01984	CDS	828	bsmB	2.1.1.161	COG0500	Dimethylglycine N-methyltransferase
DHLAKHBD_01985	CDS	843	bsmA	2.1.1.156	COG0500	Glycine/sarcosine N-methyltransferase
DHLAKHBD_01986	CDS	1152	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
DHLAKHBD_01987	CDS	912	opuAB		COG4176	Glycine betaine transport system permease protein OpuAB
DHLAKHBD_01988	CDS	909				hypothetical protein
DHLAKHBD_01989	CDS	1119	yciC_1		COG0523	Putative metal chaperone YciC
DHLAKHBD_01990	CDS	597				hypothetical protein
DHLAKHBD_01991	CDS	612	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
DHLAKHBD_01992	CDS	294				hypothetical protein
DHLAKHBD_01993	CDS	1671	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
DHLAKHBD_01994	CDS	396				hypothetical protein
DHLAKHBD_01995	CDS	570				hypothetical protein
DHLAKHBD_01996	CDS	339				hypothetical protein
DHLAKHBD_01997	CDS	99				hypothetical protein
DHLAKHBD_01998	CDS	711	pgl	3.1.1.31		6-phosphogluconolactonase
DHLAKHBD_01999	CDS	1419	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DHLAKHBD_02000	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
DHLAKHBD_02001	CDS	1311	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
DHLAKHBD_02002	CDS	1005		3.1.3.11	COG1494	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase
DHLAKHBD_02003	CDS	684	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
DHLAKHBD_02004	CDS	957	ccsA			Cytochrome c biogenesis protein CcsA
DHLAKHBD_02005	CDS	1029				hypothetical protein
DHLAKHBD_02006	CDS	729	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DHLAKHBD_02007	CDS	438	lptA			Lipopolysaccharide export system protein LptA
DHLAKHBD_02008	CDS	390				hypothetical protein
DHLAKHBD_02009	CDS	1803	typA		COG1217	GTP-binding protein TypA/BipA 
DHLAKHBD_02010	CDS	732				hypothetical protein
DHLAKHBD_02011	CDS	1407	kmo	1.14.13.9		Kynurenine 3-monooxygenase
DHLAKHBD_02012	CDS	2166	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DHLAKHBD_02013	CDS	1797	sir_2	1.8.7.1		Sulfite reductase [ferredoxin]
DHLAKHBD_02014	CDS	759	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
DHLAKHBD_02015	CDS	2457	recG	3.6.4.12		ATP-dependent DNA helicase RecG
DHLAKHBD_02016	CDS	1212				hypothetical protein
DHLAKHBD_02017	CDS	657	tsf			Elongation factor Ts
DHLAKHBD_02018	CDS	720	rpsB		COG0052	30S ribosomal protein S2
DHLAKHBD_02019	CDS	933				hypothetical protein
DHLAKHBD_02020	CDS	156				hypothetical protein
DHLAKHBD_02021	CDS	690	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
DHLAKHBD_02022	CDS	1170				hypothetical protein
DHLAKHBD_02023	CDS	960				hypothetical protein
DHLAKHBD_02024	CDS	795	pcyA_2	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
DHLAKHBD_02025	CDS	1197		3.4.24.-	COG0612	putative zinc protease
DHLAKHBD_02026	CDS	1275		3.4.24.-	COG0612	putative zinc protease
DHLAKHBD_02027	CDS	240				hypothetical protein
DHLAKHBD_02028	CDS	528				hypothetical protein
DHLAKHBD_02029	CDS	498	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
DHLAKHBD_02030	CDS	360				hypothetical protein
DHLAKHBD_02031	CDS	1599	era_2			GTPase Era
DHLAKHBD_02032	CDS	1377	hdc	4.1.1.22		Histidine decarboxylase
DHLAKHBD_02033	CDS	474	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
DHLAKHBD_02034	CDS	1185	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
DHLAKHBD_02035	CDS	1422	glnA	6.3.1.2		Glutamine synthetase
DHLAKHBD_02036	CDS	1002				hypothetical protein
DHLAKHBD_02037	CDS	1047				hypothetical protein
DHLAKHBD_02038	CDS	354				Photosystem II reaction center Psb28 protein
DHLAKHBD_02039	CDS	1101	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
DHLAKHBD_02040	CDS	717				Ycf53-like protein
DHLAKHBD_02041	CDS	462				hypothetical protein
DHLAKHBD_02042	CDS	402				hypothetical protein
DHLAKHBD_02043	CDS	255				hypothetical protein
DHLAKHBD_02044	CDS	273				hypothetical protein
DHLAKHBD_02045	CDS	264				hypothetical protein
DHLAKHBD_02046	CDS	1074	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DHLAKHBD_02047	CDS	132				hypothetical protein
DHLAKHBD_02048	CDS	240				hypothetical protein
DHLAKHBD_02049	CDS	240				hypothetical protein
DHLAKHBD_02050	CDS	261				hypothetical protein
DHLAKHBD_02051	CDS	1080	secF			Protein-export membrane protein SecF
DHLAKHBD_02052	CDS	1488	secD		COG0342	Protein translocase subunit SecD
DHLAKHBD_02053	CDS	984	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
DHLAKHBD_02054	CDS	354				hypothetical protein
DHLAKHBD_02055	CDS	960	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
DHLAKHBD_02056	CDS	843	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DHLAKHBD_02057	CDS	1356	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
DHLAKHBD_02058	CDS	378				hypothetical protein
DHLAKHBD_02059	CDS	933				hypothetical protein
DHLAKHBD_02060	CDS	513				hypothetical protein
DHLAKHBD_02061	CDS	432				hypothetical protein
DHLAKHBD_02062	CDS	201				hypothetical protein
DHLAKHBD_02063	CDS	390	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DHLAKHBD_02064	CDS	375				hypothetical protein
DHLAKHBD_02065	CDS	621				hypothetical protein
DHLAKHBD_02066	CDS	204				hypothetical protein
DHLAKHBD_02067	CDS	735	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
DHLAKHBD_02068	CDS	930				hypothetical protein
DHLAKHBD_02069	CDS	1566	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
DHLAKHBD_02070	CDS	924	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
DHLAKHBD_02071	CDS	537				hypothetical protein
DHLAKHBD_02072	CDS	999	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DHLAKHBD_02073	CDS	537				hypothetical protein
DHLAKHBD_02074	CDS	921	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
DHLAKHBD_02075	CDS	570	recR		COG0353	Recombination protein RecR
DHLAKHBD_02076	CDS	621				hypothetical protein
DHLAKHBD_02077	CDS	858	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
DHLAKHBD_02078	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
DHLAKHBD_02079	CDS	201				hypothetical protein
DHLAKHBD_02080	CDS	336				hypothetical protein
DHLAKHBD_02081	CDS	117				hypothetical protein
DHLAKHBD_02082	CDS	285				hypothetical protein
DHLAKHBD_02083	CDS	1908	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
DHLAKHBD_02084	CDS	384	algA		COG0662	Alginate biosynthesis protein AlgA
DHLAKHBD_02085	CDS	1731	recD_1	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
DHLAKHBD_02086	CDS	3825	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
DHLAKHBD_02087	CDS	1218				hypothetical protein
DHLAKHBD_02088	CDS	627				hypothetical protein
DHLAKHBD_02089	CDS	3312	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
DHLAKHBD_02090	CDS	675	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DHLAKHBD_02091	CDS	375				hypothetical protein
DHLAKHBD_02092	CDS	738	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
DHLAKHBD_02093	CDS	699				hypothetical protein
DHLAKHBD_02094	CDS	537				hypothetical protein
DHLAKHBD_02095	CDS	234	ibaG		COG5007	Acid stress protein IbaG
DHLAKHBD_02096	CDS	324	grxD		COG0278	Glutaredoxin 4
DHLAKHBD_02097	CDS	174				hypothetical protein
DHLAKHBD_02098	CDS	165				hypothetical protein
DHLAKHBD_02099	CDS	273				hypothetical protein
DHLAKHBD_02100	CDS	705	mprA_2		COG0745	Response regulator MprA
DHLAKHBD_02101	CDS	375				hypothetical protein
DHLAKHBD_02102	CDS	1113	sasA_4	2.7.13.3		Adaptive-response sensory-kinase SasA
DHLAKHBD_02103	tRNA	73				tRNA-Glu(ttc)
DHLAKHBD_02104	CDS	477				hypothetical protein
DHLAKHBD_02105	CDS	1101	petH	1.18.1.2		Ferredoxin--NADP reductase
DHLAKHBD_02106	CDS	1524	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
DHLAKHBD_02107	CDS	1290				hypothetical protein
DHLAKHBD_02108	CDS	1428	cobB	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
DHLAKHBD_02109	CDS	591	gpm2	3.1.3.2	COG0406	Acid phosphatase
DHLAKHBD_02110	CDS	690				hypothetical protein
DHLAKHBD_02111	CDS	1473	recD_2	3.1.11.5		RecBCD enzyme subunit RecD
DHLAKHBD_02112	CDS	513				hypothetical protein
DHLAKHBD_02113	CDS	903		2.5.1.10		Farnesyl diphosphate synthase
DHLAKHBD_02114	CDS	909	folD			Bifunctional protein FolD protein
DHLAKHBD_02115	CDS	2010				hypothetical protein
DHLAKHBD_02116	CDS	624	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
DHLAKHBD_02117	CDS	408				hypothetical protein
DHLAKHBD_02118	CDS	168				hypothetical protein
DHLAKHBD_02119	CDS	492				hypothetical protein
DHLAKHBD_02120	CDS	306				hypothetical protein
DHLAKHBD_02121	CDS	255				hypothetical protein
DHLAKHBD_02122	CDS	246				hypothetical protein
DHLAKHBD_02123	CDS	363				hypothetical protein
DHLAKHBD_02124	CDS	864	araQ		COG0395	L-arabinose transport system permease protein AraQ
DHLAKHBD_02125	CDS	1623	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
DHLAKHBD_02126	CDS	1569		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
DHLAKHBD_02127	CDS	1200	crtL_2	5.5.1.19		Lycopene beta cyclase
DHLAKHBD_02128	CDS	2628	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
DHLAKHBD_02129	CDS	627				hypothetical protein
DHLAKHBD_02130	CDS	1167		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
DHLAKHBD_02131	CDS	324	trxA			Thioredoxin 1
DHLAKHBD_02132	CDS	609	hisH_2	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
DHLAKHBD_02133	CDS	645				hypothetical protein
DHLAKHBD_02134	CDS	324				hypothetical protein
DHLAKHBD_02135	CDS	750	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
DHLAKHBD_02136	CDS	1086				hypothetical protein
DHLAKHBD_02137	CDS	1419				hypothetical protein
DHLAKHBD_02138	CDS	1092	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
DHLAKHBD_02139	CDS	465	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
DHLAKHBD_02140	CDS	768				hypothetical protein
DHLAKHBD_02141	CDS	570		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
DHLAKHBD_02142	CDS	258				hypothetical protein
DHLAKHBD_02143	CDS	450				hypothetical protein
DHLAKHBD_02144	CDS	477				hypothetical protein
DHLAKHBD_02145	CDS	462	sufE		COG2166	Cysteine desulfuration protein SufE
DHLAKHBD_02146	CDS	1317	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
DHLAKHBD_02147	CDS	240				hypothetical protein
DHLAKHBD_02148	CDS	1590	sgrR			HTH-type transcriptional regulator SgrR
DHLAKHBD_02149	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
DHLAKHBD_02150	CDS	1560				hypothetical protein
DHLAKHBD_02151	CDS	357				hypothetical protein
DHLAKHBD_02152	CDS	375				hypothetical protein
DHLAKHBD_02153	CDS	570				hypothetical protein
DHLAKHBD_02154	CDS	357				hypothetical protein
DHLAKHBD_02155	CDS	390				hypothetical protein
DHLAKHBD_02156	CDS	108				hypothetical protein
DHLAKHBD_02157	CDS	204				hypothetical protein
DHLAKHBD_02158	CDS	144				hypothetical protein
DHLAKHBD_02159	CDS	1128	ychF		COG0012	Ribosome-binding ATPase YchF
DHLAKHBD_02160	CDS	1179	macA		COG0845	Macrolide export protein MacA
DHLAKHBD_02161	CDS	2961	polA	2.7.7.7	COG0258	DNA polymerase I
DHLAKHBD_02162	CDS	660				hypothetical protein
DHLAKHBD_02163	CDS	1536	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
DHLAKHBD_02164	CDS	1332				hypothetical protein
DHLAKHBD_02165	CDS	1254	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
DHLAKHBD_02166	CDS	348				hypothetical protein
DHLAKHBD_02167	CDS	1062				hypothetical protein
DHLAKHBD_02168	CDS	1440	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
DHLAKHBD_02169	CDS	306	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
DHLAKHBD_02170	CDS	1110	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
DHLAKHBD_02171	CDS	579				hypothetical protein
DHLAKHBD_02172	CDS	177				hypothetical protein
DHLAKHBD_02173	CDS	1317				hypothetical protein
DHLAKHBD_02174	CDS	249				hypothetical protein
DHLAKHBD_02175	CDS	270	infA			Translation initiation factor IF-1
DHLAKHBD_02176	CDS	522	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
DHLAKHBD_02177	CDS	804	arsM	2.1.1.137		Arsenite methyltransferase
DHLAKHBD_02178	CDS	216				hypothetical protein
DHLAKHBD_02179	CDS	963				hypothetical protein
DHLAKHBD_02180	CDS	99	petM			Cytochrome b6-f complex subunit 7
DHLAKHBD_02181	CDS	1155	trm1	2.1.1.215	COG1867	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase
DHLAKHBD_02182	CDS	1011	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
DHLAKHBD_02183	CDS	531	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
DHLAKHBD_02184	CDS	540	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DHLAKHBD_02185	CDS	576	ycf4			Photosystem I assembly protein Ycf4
DHLAKHBD_02186	CDS	1056	psbD1	1.10.3.9		Photosystem II D2 protein
DHLAKHBD_02187	CDS	1398	psbC			Photosystem II CP43 reaction center protein
DHLAKHBD_02188	CDS	555		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
DHLAKHBD_02189	CDS	411				hypothetical protein
DHLAKHBD_02190	CDS	1521	cobQ			Cobyric acid synthase
DHLAKHBD_02191	CDS	246				hypothetical protein
DHLAKHBD_02192	CDS	138				hypothetical protein
DHLAKHBD_02193	CDS	831				hypothetical protein
DHLAKHBD_02194	CDS	573		1.11.1.15		Peroxiredoxin
DHLAKHBD_02195	CDS	1395	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DHLAKHBD_02196	CDS	1155	hhoB			Putative serine protease HhoB
DHLAKHBD_02197	CDS	663				hypothetical protein
DHLAKHBD_02198	CDS	717				hypothetical protein
DHLAKHBD_02199	CDS	501				hypothetical protein
DHLAKHBD_02200	CDS	1797			COG1132	putative ABC transporter ATP-binding protein
DHLAKHBD_02201	CDS	654	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
DHLAKHBD_02202	CDS	783	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
DHLAKHBD_02203	CDS	426	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
DHLAKHBD_02204	CDS	222				hypothetical protein
DHLAKHBD_02205	CDS	918	cbbX		COG0464	Protein CbbX
DHLAKHBD_02206	CDS	252				hypothetical protein
DHLAKHBD_02207	CDS	276	ccmK_1		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
DHLAKHBD_02208	CDS	372				hypothetical protein
DHLAKHBD_02209	CDS	252	eutN		COG4576	Ethanolamine utilization protein EutN
DHLAKHBD_02210	CDS	276				hypothetical protein
DHLAKHBD_02211	CDS	1545				hypothetical protein
DHLAKHBD_02212	CDS	2379				hypothetical protein
DHLAKHBD_02213	CDS	342	cbbS2	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain 2
DHLAKHBD_02214	CDS	1413	cbbL2	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase large chain 2
DHLAKHBD_02215	CDS	312	ccmK_2		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
DHLAKHBD_02216	CDS	600		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DHLAKHBD_02217	CDS	771				hypothetical protein
DHLAKHBD_02218	CDS	393				hypothetical protein
DHLAKHBD_02219	CDS	168				hypothetical protein
DHLAKHBD_02220	CDS	303				hypothetical protein
DHLAKHBD_02221	CDS	282				hypothetical protein
DHLAKHBD_02222	CDS	1020				hypothetical protein
DHLAKHBD_02223	CDS	1716	bicA		COG0659	Bicarbonate transporter BicA
DHLAKHBD_02224	CDS	1257	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
DHLAKHBD_02225	CDS	1611	chlB	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit B
DHLAKHBD_02226	CDS	891	chlL	1.3.7.7	COG1348	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein
DHLAKHBD_02227	CDS	1005				hypothetical protein
DHLAKHBD_02228	CDS	333				hypothetical protein
DHLAKHBD_02229	CDS	111				hypothetical protein
DHLAKHBD_02230	CDS	768				hypothetical protein
DHLAKHBD_02231	CDS	228				hypothetical protein
DHLAKHBD_02232	CDS	1227				hypothetical protein
DHLAKHBD_02233	CDS	843	lipM	2.3.1.181		Octanoyltransferase LipM
DHLAKHBD_02234	CDS	1248				hypothetical protein
DHLAKHBD_02235	CDS	678	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
DHLAKHBD_02236	CDS	150				hypothetical protein
DHLAKHBD_02237	CDS	768	folE	3.5.4.16		GTP cyclohydrolase 1
DHLAKHBD_02238	CDS	708	sdh	1.1.1.276		Serine 3-dehydrogenase
DHLAKHBD_02239	CDS	990	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
DHLAKHBD_02240	CDS	1038		1.2.1.80	COG5322	Long-chain acyl-[acyl-carrier-protein] reductase
DHLAKHBD_02241	CDS	732		4.1.99.5		Aldehyde decarbonylase
DHLAKHBD_02242	CDS	822	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
DHLAKHBD_02243	CDS	1266	nusA_1			Transcription termination/antitermination protein NusA
DHLAKHBD_02244	CDS	900				hypothetical protein
DHLAKHBD_02245	CDS	855				hypothetical protein
DHLAKHBD_02246	CDS	1677				hypothetical protein
DHLAKHBD_02247	CDS	1266				hypothetical protein
DHLAKHBD_02248	CDS	363				hypothetical protein
DHLAKHBD_02249	CDS	1722	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DHLAKHBD_02250	CDS	1176	hemH	4.99.1.1	COG0276	Ferrochelatase
DHLAKHBD_02251	CDS	1164				hypothetical protein
DHLAKHBD_02252	CDS	630	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DHLAKHBD_02253	CDS	693	cobO	2.5.1.17		Corrinoid adenosyltransferase
DHLAKHBD_02254	CDS	714	pyrH	2.7.4.22		Uridylate kinase
DHLAKHBD_02255	CDS	549	frr		COG0233	Ribosome-recycling factor
DHLAKHBD_02256	CDS	1113				hypothetical protein
DHLAKHBD_02257	CDS	666				hypothetical protein
DHLAKHBD_02258	CDS	1173	tal_1	2.2.1.2		Transaldolase
DHLAKHBD_02259	CDS	1809	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
DHLAKHBD_02260	CDS	468				hypothetical protein
DHLAKHBD_02261	CDS	1233				hypothetical protein
DHLAKHBD_02262	CDS	1638	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DHLAKHBD_02263	CDS	1257	pyrC_2	3.5.2.3		Dihydroorotase
DHLAKHBD_02264	CDS	525	lepB	3.4.21.89	COG0681	Signal peptidase I
DHLAKHBD_02265	CDS	114				hypothetical protein
DHLAKHBD_02266	CDS	1527				hypothetical protein
DHLAKHBD_02267	CDS	363			COG1393	putative protein
DHLAKHBD_02268	CDS	525	ppa_1	3.6.1.1		Inorganic pyrophosphatase
DHLAKHBD_02269	CDS	465				hypothetical protein
DHLAKHBD_02270	CDS	1800	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DHLAKHBD_02271	CDS	441				Photosystem II lipoprotein Psb27
DHLAKHBD_02272	CDS	1320	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DHLAKHBD_02273	CDS	1020	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
DHLAKHBD_02274	CDS	342	cutA		COG1324	Divalent-cation tolerance protein CutA
DHLAKHBD_02275	CDS	822	cobK	1.3.1.54	COG2099	Precorrin-6A reductase
DHLAKHBD_02276	CDS	483				Single-stranded DNA-binding protein
DHLAKHBD_02277	CDS	201				hypothetical protein
DHLAKHBD_02278	CDS	573				hypothetical protein
DHLAKHBD_02279	CDS	927	argB	2.7.2.8	COG0548	Acetylglutamate kinase
DHLAKHBD_02280	CDS	492				hypothetical protein
DHLAKHBD_02281	CDS	159				hypothetical protein
DHLAKHBD_02282	CDS	2307	priA	3.6.4.-	COG1198	Primosomal protein N'
DHLAKHBD_02283	CDS	1335	sigA		COG0568	RNA polymerase sigma factor SigA
DHLAKHBD_02284	CDS	954	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
DHLAKHBD_02285	CDS	615				hypothetical protein
DHLAKHBD_02286	CDS	588	ppa_2	3.6.1.1		Inorganic pyrophosphatase
DHLAKHBD_02287	CDS	459				hypothetical protein
DHLAKHBD_02288	CDS	384				hypothetical protein
DHLAKHBD_02289	CDS	468				hypothetical protein
DHLAKHBD_02290	CDS	1551		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
DHLAKHBD_02291	CDS	438				hypothetical protein
DHLAKHBD_02292	CDS	615				hypothetical protein
DHLAKHBD_02293	CDS	369				hypothetical protein
DHLAKHBD_02294	CDS	291	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
DHLAKHBD_02295	CDS	1068	yciC_2		COG0523	Putative metal chaperone YciC
DHLAKHBD_02296	CDS	168				hypothetical protein
DHLAKHBD_02297	CDS	147				hypothetical protein
DHLAKHBD_02298	CDS	225				hypothetical protein
DHLAKHBD_02299	CDS	1602				hypothetical protein
DHLAKHBD_02300	CDS	135				hypothetical protein
DHLAKHBD_02301	CDS	144				hypothetical protein
DHLAKHBD_02302	CDS	729				hypothetical protein
DHLAKHBD_02303	CDS	1065				hypothetical protein
DHLAKHBD_02304	CDS	150				hypothetical protein
DHLAKHBD_02305	CDS	984				hypothetical protein
DHLAKHBD_02306	CDS	1233	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
DHLAKHBD_02307	CDS	171				hypothetical protein
DHLAKHBD_02308	CDS	678				hypothetical protein
DHLAKHBD_02309	CDS	804				hypothetical protein
DHLAKHBD_02310	CDS	378				hypothetical protein
DHLAKHBD_02311	CDS	840	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
DHLAKHBD_02312	CDS	1635				hypothetical protein
DHLAKHBD_02313	CDS	1239	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
DHLAKHBD_02314	CDS	1716	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DHLAKHBD_02315	CDS	531				hypothetical protein
DHLAKHBD_02316	CDS	285				hypothetical protein
DHLAKHBD_02317	CDS	915	qmcA		COG0330	Protein QmcA
DHLAKHBD_02318	CDS	444				hypothetical protein
DHLAKHBD_02319	CDS	525				hypothetical protein
DHLAKHBD_02320	CDS	1101				hypothetical protein
DHLAKHBD_02321	CDS	399				hypothetical protein
DHLAKHBD_02322	CDS	771	MgdE	5.1.3.34		Monoglucosyldiacylglycerol epimerase
DHLAKHBD_02323	CDS	840	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
DHLAKHBD_02324	CDS	450				hypothetical protein
DHLAKHBD_02325	tRNA	77				tRNA-Trp(cca)
DHLAKHBD_02326	CDS	189				hypothetical protein
DHLAKHBD_02327	tRNA	76				tRNA-Asp(gtc)
DHLAKHBD_02328	CDS	1431	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
DHLAKHBD_02329	CDS	1266	nhaH			Na(+)/H(+) antiporter NhaH
DHLAKHBD_02330	CDS	246				hypothetical protein
DHLAKHBD_02331	CDS	591				hypothetical protein
